353.240000		247.000000
45.000000	36.340000	
45.000000	45.000000	
232.010000		170.150000
69.420000		33.140000
48.110000		16.260000
4.080000		3.876000
45.000000	45.000000	
45.000000	45.000000	
29.300000		
446.290000		540.570000
45.000000	36.360000	
45.000000	45.000000	
180.680000		156.870000
62.230000		22.570000
56.920000		17.350000
4.610000		7.430000
45.000000	45.000000	
45.000000	45.000000	
33.250000		
591.980000		386.330000
45.000000	41.120000	
45.000000	45.000000	
203.220000		161.320000
53.870000		21.670000
58.620000		30.450000
4.040000		3.838000
45.000000	45.000000	
45.000000	45.000000	
36.310000		
468.970000		363.070000
45.000000	42.530000	
45.000000	45.000000	
126.430000		98.840000
61.550000		24.170000
64.380000		20.880000
4.650000		4.417500
45.000000	45.000000	
45.000000	45.000000	
28.050000		
500.340000		354.340000
45.000000	44.510000	
45.000000	45.000000	
172.820000		151.130000
61.150000		25.670000
53.790000		19.560000
4.030000		6.550000
45.000000	45.000000	
45.000000	45.000000	
33.830000		
476.450000		336.380000
45.000000	35.240000	
45.000000	45.000000	
281.570000		144.720000
74.070000		31.820000
66.230000		18.570000
5.100000		4.845000
45.000000	45.000000	
45.000000	45.000000	
33.800000		
459.190000		260.370000
45.000000	30.920000	
45.000000	45.000000	
263.890000		184.760000
70.350000		29.220000
79.370000		26.180000
4.580000		4.351000
45.000000	45.000000	
45.000000	45.000000	
24.020000		
555.710000		389.960000
45.000000	38.390000	
45.000000	45.000000	
202.650000		384.170000
178.790000		33.320000
85.340000		29.820000
5.850000		11.400000
45.000000	45.000000	
45.000000	45.000000	
31.930000		
353.940000		274.540000
45.000000	37.920000	
45.000000	45.000000	
171.730000		129.340000
66.010000		26.080000
81.540000		26.330000
4.220000		4.009000
45.000000	45.000000	
45.000000	45.000000	
30.800000		
407.130000		284.670000
45.000000	45.000000	
45.000000	45.000000	
160.990000		107.450000
65.090000		25.930000
59.550000		23.010000
3.720000		3.534000
45.000000	45.000000	
45.000000	45.000000	
29.310000		
290.750000		239.160000
45.000000	28.780000	
45.000000	45.000000	
222.360000		168.810000
57.750000		21.440000
52.370000		15.830000
3.670000		7.290000
45.000000	45.000000	
45.000000	45.000000	
34.170000		
467.270000		261.540000
45.000000	32.260000	
45.000000	45.000000	
199.140000		156.450000
78.010000		31.250000
54.420000		17.880000
3.730000		3.543500
45.000000	45.000000	
45.000000	45.000000	
35.280000		
432.380000		288.040000
45.000000	38.540000	
45.000000	45.000000	
221.410000		168.130000
92.840000		34.120000
85.940000		29.590000
5.620000		5.339000
45.000000	45.000000	
45.000000	45.000000	
23.360000		
417.400000		281.900000
45.000000	29.670000	
45.000000	45.000000	
254.820000		179.260000
71.540000		30.750000
99.260000		31.040000
5.040000		7.480000
45.000000	45.000000	
45.000000	45.000000	
26.520000		
392.870000		271.480000
45.000000	45.000000	
45.000000	45.000000	
166.770000		148.690000
63.110000		24.640000
66.430000		19.980000
4.210000		3.999500
45.000000	45.000000	
45.000000	45.000000	
24.780000		
421.670000		299.170000
45.000000	45.000000	
45.000000	45.000000	
175.940000		167.143000
54.790000		20.810000
73.910000		25.960000
3.730000		3.543500
45.000000	45.000000	
45.000000	45.000000	
34.080000		
409.490000		249.010000
45.000000	31.430000	
45.000000	45.000000	
247.760000		206.770000
84.170000		28.890000
55.670000		17.640000
6.770000		11.170000
45.000000	45.000000	
45.000000	45.000000	
27.080000		
778.270000		467.700000
45.000000	37.850000	
45.000000	45.000000	
160.130000		134.870000
57.140000		22.310000
70.940000		24.700000
3.720000		3.534000
45.000000	45.000000	
45.000000	45.000000	
24.640000		
460.940000		437.893000
45.000000	34.660000	
45.000000	45.000000	
325.250000		248.570000
64.450000		27.270000
64.810000		21.310000
5.080000		4.826000
45.000000	45.000000	
45.000000	45.000000	
32.440000		
395.160000		269.130000
45.000000	31.510000	
45.000000	45.000000	
172.640000		154.990000
72.770000		32.830000
58.920000		21.140000
3.830000		6.040000
45.000000	45.000000	
45.000000	45.000000	
29.930000		
367.830000		255.730000
45.000000	39.150000	
45.000000	45.000000	
220.850000		191.640000
119.340000		27.370000
90.070000		32.260000
2.880000		2.736000
